id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
2659,Hot Dog On A Stick,2303 Lloyd Ctr,Portland,OR,97232,45.5321315,-122.6513028,4.5,10,"Hot Dogs, Restaurants, Fast Food"
2660,Drunken Noodle,3720 S Moody,Portland,OR,97239,45.496178,-122.671694,4.5,5,"Restaurants, Thai"
2661,Schilling Cider House Portland,930 SE 10th Ave,Portland,OR,97214,45.5162814,-122.6556962,4.0,156,"Nightlife, Cideries, Restaurants, Bars, Diners, Food"
2662,Morso,7921 SW Bridgeport Rd,Portland,OR,97224,45.3934539,-122.7555569,3.5,23,"Sandwiches, Restaurants, Coffee & Tea, Food"
2663,Applebee's Grill + Bar,10004 NE Halsey St,Portland,OR,97220,45.533272,-122.560614,2.5,87,"Bars, Restaurants, American (New), Nightlife, American (Traditional), Steakhouses, Burgers, Sports Bars"
2664,The Coop,6214 N Interstate Ave,Portland,OR,97217,45.567991,-122.6818949,4.5,120,"Nightlife, Beer Bar, Bars, Sandwiches, American (New), Barbeque, Restaurants"
2665,Wasabi Sushi PDX,1831 SW River Dr,Portland,OR,97201,45.5086908,-122.6732893,4.0,9,"Sushi Bars, Japanese, Food, Food Trucks, Asian Fusion, Restaurants"
2666,Rough Draft Burger Shop,6620 SW Scholls Ferry Rd,Portland,OR,97223,45.4724801813,-122.7726089909,4.0,18,"Food Trucks, Food, Restaurants, Burgers"
2667,Little Bear Coffee & Milk Tea,1927 SW 4th Ave,Portland,OR,97201,45.509331,-122.681644,4.5,18,"Restaurants, Coffee & Tea, Food, Bubble Tea, Vietnamese"
2668,SuperDog,1438 SW Park Ave,Portland,OR,97201,45.5143994,-122.6832394,4.0,18,"Restaurants, Hot Dogs"
2669,Nancy's Eat & Browse,6920 SE 52nd Ave,Portland,OR,97206,45.4728867,-122.6095119,2.0,5,"American (Traditional), Restaurants"
2670,Los Baez Mexican Restaurant,2424 E. Burnside St,Portland,OR,97214,45.5227505,-122.6407928,3.0,11,"Restaurants, Mexican"
2671,Blue Pearl Taproom,1303 NW Lovejoy St,Portland,OR,97209,45.530245,-122.6848787,4.0,14,"Nightlife, Bars, Sandwiches, Beer Bar, Pizza, Restaurants, Sports Bars, Pubs"
2672,Killa Dilla,SW 3rd Ave,Portland,OR,97204,45.514279,-122.67771,4.0,9,"Food, Nightlife, Food Trucks, Specialty Food, Seafood, Food Stands, Seafood Markets, Restaurants"
2673,Tahrir Square,1207 SE Hawthorne Blvd,Portland,OR,97214,45.5122215,-122.6536739,4.0,98,"Street Vendors, Lebanese, Mediterranean, Restaurants, Food, Middle Eastern, Falafel, Egyptian, Halal, Vegetarian, Food Trucks"
2674,Vinotopia At Forest Park,9950 NW Miller Rd,Portland,OR,97229,45.5593978,-122.807445,3.5,6,"Restaurants, American (New)"
2675,Rice and Spice Teriyaki,4430 NE Glisan St,Portland,OR,97213,45.5262145,-122.6166288,4.5,80,"Restaurants, Japanese, Asian Fusion"
2676,The Agency Ultra Sport Lounge,1939 SW Morrison St.,Portland,OR,97205,45.5223285,-122.6908179,2.0,35,"American (Traditional), Nightlife, Burgers, Chicken Wings, Bars, Restaurants"
2677,The Portland Press,1122 SE Tacoma St,Portland,OR,97202,45.4642245,-122.6544834,4.5,15,"Food, Restaurants, Gluten-Free, Sandwiches, Waffles, Food Trucks"
2678,Whiffies,1204 SE Hawthorne Blvd,Portland,OR,97214,45.512207,-122.6536311,4.0,262,"Desserts, Restaurants, Barbeque, Food, Food Trucks, Food Stands"
2679,Nimblefish,1524 SE 20th Ave,Portland,OR,97214,45.51192,-122.644947,4.0,102,"Restaurants, Sushi Bars"
2680,Ground Breaker Brewing,2030 SE 7th Ave,Portland,OR,97214,45.5080463482,-122.6585795969,4.0,237,"Food, Gastropubs, Gluten-Free, Restaurants, American (New), Breweries, Local Flavor"
2681,Yang‘s Noodle,1625 NE Alberta St,Portland,OR,97211,45.5593645,-122.6483421,4.5,98,"Chinese, Noodles, Restaurants"
2682,Brazil Grill,1201 SW 12th Ave,Portland,OR,97205,45.51731,-122.68641,3.5,304,"Steakhouses, Restaurants, Brazilian, Buffets"
2683,Little Bloom Lao & Thai Cuisine,3505 N Mississippi Ave,Portland,OR,97227,45.548037,-122.6758067,5.0,47,"Restaurants, Food Court, Food, Food Trucks, Laotian, Thai"
2684,Domino's,15989 SW 72nd Ave,Portland,OR,97224,45.4042773,-122.7497281,3.0,27,"Pizza, Restaurants, Chicken Wings, Sandwiches"
2685,Giuseppe's Italian Restaurant & Lounge,17937 SE Stark St,Portland,OR,97233,45.519449,-122.4781871,3.0,237,"Restaurants, Pizza, Nightlife, Italian"
2686,Blend Coffee Lounge,2710 N Killingsworth St,Portland,OR,97217,45.5626132,-122.6948631,4.5,121,"Bagels, Coffee & Tea, Breakfast & Brunch, Food, Restaurants"
2687,Irish Bros. Coffee,3007 NE 181st Ave,Portland,OR,97230,45.5445381,-122.4776044,4.0,25,"Sandwiches, Coffee & Tea, Food, Restaurants"
2688,Sway Bar,627 SE Morrison St,Portland,OR,97214,45.5174409,-122.659036,2.0,11,"Nightlife, Lounges, Restaurants, Bars"
2689,Pirates Tavern,2839 NW St Helens Rd,Portland,OR,97255,45.543014,-122.7214,2.5,7,"Restaurants, Vegetarian"
2690,La Casita,Sw 5th & Harrison Ave,Portland,OR,97201,45.5107962,-122.6818616,4.5,56,"Food, Mexican, Food Trucks, Street Vendors, Restaurants"
2691,White Elephant Asian Fusion,4233 N Mississippi Ave,Portland,OR,97217,45.5543507,-122.6757371,4.5,137,"Chinese, Laotian, Asian Fusion, Restaurants, Thai, Food Trucks, Food, Food Stands"
2692,Kokiyo Teriyaki,8537 N Lombard St,Portland,OR,97203,45.5902637,-122.7544434,3.0,42,"Restaurants, Japanese"
2693,Cibo,3539 SE Division St,Portland,OR,97202,45.504891,-122.627769,4.0,418,"Bars, Nightlife, Italian, Restaurants, Pizza"
2694,Sen Yai Noodles,3384 SE Division St,Portland,OR,97202,45.50459,-122.629834,3.0,261,"Restaurants, Thai"
2695,Hem 23,1514 NW 23rd Ave,Portland,OR,97210,45.533609,-122.6984141,4.0,138,"Restaurants, Vietnamese, Nightlife, Bars"
2696,Tehuana Oaxacan Cusine,1845 NW 23rd Place,Portland,OR,97210,45.5362156,-122.7000932,5.0,8,"Food Trucks, Restaurants, Food, Mexican"
2697,Thirsty Lion Pub & Grill,71 Sw 2nd Ave,Portland,OR,97204,45.5222442,-122.6724426,3.0,341,"Nightlife, Restaurants, American (Traditional), Gastropubs, Bars, Pubs"
2698,The Box Social,3971 N Williams Shaver Ave,Portland,OR,97212,45.5516049108,-122.6667040586,4.5,228,"Lounges, Restaurants, Cocktail Bars, American (New), Bars, Nightlife"
2699,Pho TNT,120 SW Ankeny,Portland,OR,97204,45.5222149,-122.6716192,4.0,50,"Vietnamese, Asian Fusion, Thai, Restaurants"
2700,Trébol,4835 N Albina Ave,Portland,OR,97217,45.5582318,-122.6753115,3.5,183,"Restaurants, Mexican"
2701,Fuel Cafe,1452 NE Alberta St,Portland,OR,97211,45.5589341,-122.650522,4.0,304,"Bagels, American (Traditional), Restaurants, Sandwiches, Vegan, Vegetarian, Coffee & Tea, Breakfast & Brunch, Cafes, Food"
2702,Dogs and Fries,1717 SW 10th,Portland,OR,97201,45.5116405875,-122.6854263437,4.0,19,"Food Stands, Restaurants, American (Traditional), Food Trucks, Food"
2703,Colwood Golf Center,7313 NE Columbia Blvd,Portland,OR,97218,45.5664945,-122.5872353,3.5,28,"Wedding Planning, Venues & Event Spaces, Golf, Golf Lessons, Fitness & Instruction, Restaurants, Active Life, Event Planning & Services"
2704,Moreland House,6716 SE Milwaukie,Portland,OR,97202,45.4741211,-122.6486953,3.0,27,"Gastropubs, American (New), Restaurants"
2705,La Carreta Mexican Restaurant,4534 SE McLoughlin Blvd,Portland,OR,97202,45.489985,-122.6530608,3.0,294,"Restaurants, Mexican"
2706,Diner du Monde,625 NE Killingsworth St,Portland,OR,97211,45.5629014,-122.6589563,5.0,6,"French, Food, Food Trucks, Restaurants"
2707,China Delight,8975 SW Beaverton Hillsdale Hwy,Portland,OR,97225,45.486621,-122.768907,3.5,165,"Breakfast & Brunch, Restaurants, Chinese"
2708,Bernie's Hamburgers & Teriyaki,1012 NE Columbia Blvd,Portland,OR,97211,45.5790232089,-122.6547318059,4.0,40,"Restaurants, Japanese, Grocery, Food, Burgers, Fast Food"
2709,Jack in the Box,921 SE Powell Blvd,Portland,OR,97202,45.5017582,-122.6564477,2.0,45,"Fast Food, Restaurants, Mexican, Breakfast & Brunch, Burgers, Tacos"
2710,Arrowood,5846 NE Sandy Blvd,Portland,OR,97213,45.5427149,-122.6028096,4.5,54,"Breweries, Bars, Restaurants, American (New), Nightlife, Cocktail Bars, Food"
2711,Railside Pub,5301 NE Portland Hwy,Portland,OR,97218,45.5685944,-122.6083641,4.0,10,"Pubs, Nightlife, Bars, Restaurants, Karaoke, Dive Bars"
2712,Shari’s - Airport Way,11335 NE Airport Way,Portland,OR,97220,45.5685261,-122.544576,3.0,154,"Breakfast & Brunch, American (Traditional), Diners, Restaurants"
2713,Dog Eat Dawg,"4298 SE Belmont St, Good Food Here Pod",Portland,OR,97215,45.52454,-122.67178,4.0,14,"Cheesesteaks, Food, Restaurants, Food Stands, Hot Dogs"
2714,Newman's Fish Market,735 NW 21st Ave,Portland,OR,97209,45.5282635,-122.6948791,4.0,9,"Seafood, Specialty Food, Restaurants, Food, Seafood Markets"
2715,I Like Thai,SW Alder St,Portland,OR,97205,45.5208651,-122.68433,4.0,88,"Food, Food Stands, Restaurants, Street Vendors, Thai"
2716,Chez Dodo,427 SW Stark St,Portland,OR,97204,45.5207491039,-122.6760425026,4.5,297,"Ethnic Food, Restaurants, Vegan, Chinese, Caterers, Food, Local Flavor, Food Trucks, Gluten-Free, Asian Fusion, African, Mauritius, French, Event Planning & Services, Indian, Noodles, Specialty Food"
2717,Original Bubble Tea,7538 N Lombard St,Portland,OR,97203,45.5881666,-122.7444808,3.0,10,"Juice Bars & Smoothies, Bubble Tea, Indian, Food, Restaurants"
2718,Hal's Tavern,1308 SE Morrison St,Portland,OR,97214,45.517188,-122.6524482,3.5,13,"Dive Bars, Bars, Nightlife, Restaurants, American (Traditional)"
2719,Siam Society,2703 NE Alberta St,Portland,OR,97211,45.5591839,-122.6377,3.0,114,"Thai, Restaurants, Asian Fusion"
2720,Three Degrees,1510 SW Harbor Way,Portland,OR,97201,45.511084,-122.6743273,3.5,282,"Breakfast & Brunch, Beer, Wine & Spirits, Restaurants, American (New), Bars, Nightlife, Food"
2721,Yama Sushi & Sake Bar,926 NW 10th Ave,Portland,OR,97209,45.5296897097,-122.681020609,4.0,848,"Sushi Bars, Japanese, Restaurants"
2722,Red Robin Gourmet Burgers and Brews,1139 NE Grand Ave,Portland,OR,97232,45.5312763,-122.6610777,2.5,177,"Restaurants, Burgers, American (Traditional), Sandwiches"
2723,Starbucks,11906 SE Division St,Portland,OR,97266,45.5038873,-122.5406256,3.0,5,"Food, Restaurants, Coffee & Tea"
2724,Evoe,3731 SE Hawthorne Blvd,Portland,OR,97214,45.5120647,-122.6251405,3.5,83,"Restaurants, Sandwiches"
2725,La Palapa,1864 SE Hawthorne Blvd,Portland,OR,97214,45.5120166,-122.646327,3.0,75,"Mexican, Restaurants"
2726,Bambuza,"7000 NE Airport Way, Ste 2164",Portland,OR,97218,45.5887939886,-122.59640319,3.0,268,"Bars, Vietnamese, Salad, Restaurants, Nightlife, Cocktail Bars"
2727,Turkey Place,1234 SW 2nd Ave,Portland,OR,97204,45.5140532087,-122.6765239611,4.5,42,"American (Traditional), Breakfast & Brunch, Delis, American (New), Coffee & Tea, Food, Restaurants, Cafes"
2728,Rose's Restaurant and Bakery,"1300 SW 5th Ave, Ste 2300",Portland,OR,97201,45.5142808,-122.6793528,2.5,39,"Bakeries, Food, Sandwiches, Restaurants"
2729,Bombay Chaat House,804 SW 12th Ave,Portland,OR,97205,45.5195639143,-122.6845192909,4.5,241,"Restaurants, Food, Vegetarian, Food Stands, Indian, Vegan, Food Trucks"
2730,180 xurros,601 SW 11th Ave,Portland,OR,97205,45.520878,-122.682971,4.5,23,"Event Planning & Services, Donuts, Coffee & Tea, Restaurants, Cafes, Caterers, Desserts, Food"
2731,Small Pharoah's,340 SW 5th St,Portland,OR,97205,45.517957,-122.676481,4.0,224,"Halal, Food Trucks, Food Stands, Mediterranean, Food, Falafel, Middle Eastern, Restaurants, Egyptian"
2732,Waffle Tea,5427 SE 72nd Ave,Portland,OR,97206,45.4832774,-122.5894554,3.5,8,"Restaurants, Food, Breakfast & Brunch, Tea Rooms"
2733,Butterfly Belly Asian Cuisine,323 NW Park Ave,Portland,OR,97209,45.5255595,-122.6794236,4.0,450,"Japanese, Asian Fusion, Thai, Gluten-Free, Vietnamese, Breakfast & Brunch, Restaurants"
2734,Hot Pink Taco,1130 NW 10th Ave,Portland,OR,97209,45.5310503,-122.6813755,3.0,5,"Restaurants, Food, Tex-Mex, Street Vendors, Food Delivery Services"
2735,Can Font,1015 NW Northrup St,Portland,OR,97209,45.5315944034,-122.6815752196,4.0,162,"Spanish, Bars, Modern European, Restaurants, Catalan, Cocktail Bars, Seafood, Nightlife, Tapas/Small Plates, Tapas Bars, Mediterranean"
2736,Bistro23,5530 NE 122nd Ave,Portland,OR,97230,45.5632907094,-122.5346868462,4.5,502,"Breakfast & Brunch, Pizza, American (New), Restaurants, Sandwiches"
2737,f & b cafe - Eastside Exchange,123 NE 3rd Ave,Portland,OR,97232,45.5239897,-122.6630691,4.0,6,"Breakfast & Brunch, Caterers, Coffee & Tea, Restaurants, Food, Event Planning & Services, Cafes"
2738,Long Do Thai Food Cart,6550 N Interstate Ave,Portland,OR,97217,45.5706784,-122.681777,5.0,114,"Thai, Food Trucks, Food, Restaurants"
2739,Bridge City Cafe - Pioneer Place,"700 SW 5th Ave, Ste 1072",Portland,OR,97204,45.5184023,-122.6772626,3.5,48,"Food Delivery Services, Bakeries, Cafes, Food, Restaurants"
2740,Acme Donuts,2929 SE Powell Blvd,Portland,OR,97202,45.497529,-122.635004,4.0,65,"Donuts, Coffee & Tea, Food, Restaurants"
2741,Cafe Portlandia,410 SW Main St,Portland,OR,97204,45.5158808,-122.6781065,3.0,6,"Delis, Restaurants, American (Traditional), Sandwiches"
2742,La Carretita,3255 NE 82nd Ave,Portland,OR,97220,45.54612,-122.57912,2.5,20,"Restaurants, Mexican"
2743,The Blackwood Cafe,445 NE 70th Ave,Portland,OR,97213,45.5261188,-122.5915691,4.5,21,"Bagels, Desserts, Coffee & Tea, Local Flavor, Arts & Entertainment, Nightlife, Food, Jazz & Blues, Beer, Wine & Spirits, Cafes, Restaurants"
2744,Manzana Rotisserie Grill,1203 NW Glisan St,Portland,OR,97209,45.5266547,-122.6835476,3.0,17,Restaurants
2745,Sushi Mazi,80 SE Madison St,Portland,OR,97214,45.5127877,-122.6651674,4.5,19,"Sushi Bars, Restaurants, Japanese"
2746,Hash,8728 SE 17th Ave,Portland,OR,97202,45.45958,-122.6469439,3.5,108,"Breakfast & Brunch, Restaurants"
2747,SomTum Gai Yang,SW 10th Ave & SW Alder St,Portland,OR,97205,45.5206788,-122.681753,4.0,36,"Food, Restaurants, Street Vendors, Thai, Food Stands"
2748,Satay Indonesia,901-917 SW Alder St,Portland,OR,97205,45.5207001,-122.680935,4.0,39,"Indonesian, Food, Food Trucks, Restaurants"
2749,Yarp?!,SE 12th and SE Hawthorne Blvd,Portland,OR,97214,45.5122215,-122.6536739,4.0,39,"Restaurants, Food Stands, American (New), Food"
2750,The Grilled Cheese Grill,1027 NE Alberta St,Portland,OR,97211,45.5593996,-122.6548491,4.0,533,"Sandwiches, Food Stands, Restaurants"
2751,Lucy's Table,704 NW 21st Ave,Portland,OR,97209,45.5278518,-122.6942995,4.0,90,"Restaurants, American (New)"
2752,Queenz Asian Cuisine,8225 SW Apple Way,Portland,OR,97225,45.4859633,-122.7612446,4.5,43,"Seafood, Dim Sum, Chinese, Restaurants, Vietnamese, Asian Fusion"
2753,Royal Garden,13816 NE Sandy Blvd,Portland,OR,97230,45.5540618,-122.5196928,3.5,7,"Restaurants, Chinese, American (Traditional)"
2754,Cafe Gertrude,3023 NE Alberta St,Portland,OR,97211,45.5591855,-122.634285,4.5,5,"American (Traditional), Breakfast & Brunch, Bars, Cafes, Vegan, Nightlife, Cocktail Bars, Restaurants, Gluten-Free, Sandwiches, Vegetarian"
2755,Salmon Fusion,426 SW 3rd Ave,Portland,OR,97204,45.5200535,-122.6745319,4.5,42,"Food Stands, Street Vendors, Restaurants, Seafood, Food"
2756,Bartini,2108 NW Glisan St,Portland,OR,97210,45.5261334,-122.6947416,4.0,522,"Bars, Cocktail Bars, Nightlife, Lounges, Restaurants, Fondue"
2757,Abundancia coffee,5829 SE Powell Blvd,Portland,OR,97206,45.4976699,-122.6021988,3.0,5,"Bars, Nightlife, Breakfast & Brunch, Food, Restaurants, Beer Bar, Coffee & Tea"
2758,Bones BBQ,5224 SE 26th Ave,Portland,OR,97202,45.4849623,-122.6391586,5.0,5,"Restaurants, Food Stands, Specialty Food, Food, Food Trucks, Ethnic Food, Barbeque"
2759,Don Pedro,5226 SW Beaverton Hillsdale Hwy,Portland,OR,97221,45.486852999999996,-122.731228,4.0,126,"Restaurants, Mexican, Food"
2760,The Coop Chicken and Waffles,8145 SE 82nd,Portland,OR,97266,45.4635119,-122.5794346,4.5,45,"Restaurants, Food, Waffles, Food Trucks"
2761,The Spot 79,7944 SE Foster Rd,Portland,OR,97206,45.4836621,-122.5817356,3.0,46,"Nightlife, Restaurants, Karaoke, Bars, Sports Bars, American (Traditional)"
2762,Clinton Street Coffeehouse,2706 SE 26th Ave,Portland,OR,97202,45.5033822,-122.6395412,3.5,77,"Restaurants, Ice Cream & Frozen Yogurt, Coffee Roasteries, Internet Cafes, Coffee & Tea, Sandwiches, Food, Cafes, Bakeries"
2763,Fire On the Mountain,1708 E Burnside St,Portland,OR,97214,45.5226869,-122.64827393,4.0,1098,"Chicken Wings, Restaurants, American (New), Barbeque, American (Traditional)"
2764,Zaalook,12 SW 4th Ave,Portland,OR,97204,45.522837,-122.673889,4.0,72,"Restaurants, Food Trucks, Food, Mediterranean"
2765,Elmer's Restaurant,10001 NE Sandy Blvd,Portland,OR,97220,45.5596566,-122.5591057,4.0,312,"Breakfast & Brunch, American (Traditional), Diners, Restaurants"
2766,Midpoint Food & Drink,3524 SE 52nd Ave,Portland,OR,97206,45.4972538,-122.6090169,4.5,148,"Vegetarian, Cocktail Bars, Sandwiches, Coffee & Tea, Bars, Burgers, American (Traditional), Food, Nightlife, Breakfast & Brunch, Restaurants, American (New)"
2767,The Farm Café,10 SE 7th Ave,Portland,OR,97214,45.5226546,-122.6584039,4.0,614,"Restaurants, Bars, American (Traditional), Seafood, American (New), Vegetarian, Italian, Nightlife"
2768,Half Pint Cafe,"537 SE Ash St, Ste 108",Portland,OR,97214,45.5217438,-122.6600553,5.0,157,"Coffee & Tea, Food, Restaurants, Cafes, Bagels, Coffee Roasteries"
2769,Argentina PDX,2210 NE Alberta St,Portland,OR,97211,45.5589709689,-122.6453697681,3.5,10,"Food, Food Trucks, Food Stands, Argentine, Restaurants, Sandwiches"
2770,Tonari,2838 SE Belmont St,Portland,OR,97214,45.5162723,-122.6363288,4.5,17,"Japanese, Restaurants"
2771,Pine State Biscuits,1717 SW Park St,Portland,OR,97201,45.5107456335,-122.685848996,4.0,44,"Restaurants, Sandwiches, Food, Food Stands, Street Vendors, Southern"
2772,42nd Ave Fish & Chips,5302 NE 42nd Ave,Portland,OR,97218,45.5613746,-122.6201689,3.5,146,"American (New), Fish & Chips, Soul Food, Seafood, Restaurants"
2773,Culture,2422 SE Hawthorne Blvd,Portland,OR,97214,45.5118876,-122.6410467,4.0,76,"Bars, Nightlife, Restaurants, Mediterranean, Social Clubs, Arts & Entertainment, Cocktail Bars"
2774,Mulligan's Bar & Grill,3518 SE Hawthorne Blvd,Portland,OR,97214,45.5119186,-122.6282438,3.0,79,"Nightlife, Restaurants, American (Traditional), Bars"
2775,Courtyard Restaurant at Kennedy School,5736 Ne 33rd Ave,Portland,OR,97211,45.5645530916,-122.6301254332,3.0,36,"Bars, American (Traditional), Burgers, Cocktail Bars, Nightlife, Restaurants"
2776,Doug Fir Lounge,830 E Burnside St,Portland,OR,97214,45.522641,-122.656824,3.5,1005,"American (Traditional), Nightlife, Restaurants, Arts & Entertainment, Bars, Lounges, Music Venues"
2777,St. John's Deli & Grocery,7920 N Lombard St,Portland,OR,97203,45.5888852,-122.7477532,4.0,9,"Restaurants, Delis, Food, Grocery"
2778,Café Castagna,1758 SE Hawthorne Blvd,Portland,OR,97214,45.5120263,-122.6473296,3.5,131,"Restaurants, American (New), Burgers, Modern European"
2779,Sutisa Thai Food,3838 SW Moody Ave,Portland,OR,97239,45.496354,-122.672104,4.5,30,"Street Vendors, Thai, Restaurants, Food"
2780,Newport Bay Restaurants,9699 SW Washington Square Rd,Portland,OR,97223,45.4471007,-122.7822275,2.5,7,"Seafood, Restaurants"
2781,Keys Lounge,533 NE Killingsworth St,Portland,OR,97211,45.5629846,-122.6598277,4.5,76,"Nightlife, Cocktail Bars, Bars, Sandwiches, Restaurants, Tapas/Small Plates, Breakfast & Brunch"
2782,Cascade Grill,10350 N Vancouver Way,Portland,OR,97217,45.5975068,-122.6697239,3.0,83,"Event Planning & Services, American (Traditional), Gas Stations, Burgers, Hotels & Travel, Hotels, Automotive, Caterers, Restaurants, Transportation"
2783,Bridgeport Ale House,3632 SE Hawthorne Blvd,Portland,OR,97214,45.5119002,-122.6260902,3.5,128,"American (New), American (Traditional), Bars, Nightlife, Hawaiian, Pubs, Restaurants, Breweries, Food, Asian Fusion"
2784,El Coyote,6965 N Fessenden St,Portland,OR,97203,45.5935904269,-122.7349511906,5.0,60,"Restaurants, Food, Tex-Mex, Food Trucks, Mexican"
2785,Round Table Pizza,6250 SE Foster Rd,Portland,OR,97206,45.49016,-122.598419,2.5,57,"Pizza, Restaurants"
2786,Rollin' Fresh Sushiritos and Poke,1845 NW 23rd Pl,Portland,OR,97210,45.5362156,-122.7000932,4.0,48,"Restaurants, Japanese, Sushi Bars, Food, Food Trucks"
2787,Chochu Local,5235 NE Sandy Blvd,Portland,OR,97213,45.5404852,-122.6093559,5.0,56,"Barbeque, Food Trucks, Guamanian, Food, Restaurants, Food Stands"
2788,Kung Food Restaurant,8071 N Lombard Way,Portland,OR,97203,45.589785,-122.7490559,3.5,216,"Restaurants, Asian Fusion, Mongolian, Chinese"
2789,Homegrown Smoker,8638 N Lombard St,Portland,OR,97203,45.590371,-122.75528,4.5,650,"Food, Barbeque, Food Trucks, Sandwiches, Food Stands, Restaurants, Vegan, Chicken Wings, Comfort Food"
2790,Chakam Thai Kitchen,323 NW Park Ave,Portland,OR,97209,45.5255901,-122.6794603,2.5,17,"Restaurants, Food, Thai"
2791,Taqueria Los Gorditos,1212 SE Division St,Portland,OR,97202,45.504873,-122.653452,3.5,449,"Vegan, Specialty Food, Local Flavor, Restaurants, Vegetarian, Food, Ethnic Food, Mexican"
2792,Gretchen's Kitchen,940 SE Morrison St,Portland,OR,97214,45.517178799999996,-122.6562465,4.5,30,"Cafes, Sandwiches, Food, Restaurants"
2793,The Woodsman Market,4537 SE Division St,Portland,OR,97206,45.5053025,-122.615497,4.0,19,"Food, Specialty Food, American (New), Nightlife, Restaurants, Grocery, Bars, Sandwiches, Cheese Shops"
2794,Taste of India,1256 Jantzen Beach Ctr,Portland,OR,97217,45.612522,-122.6849235,4.5,8,"Restaurants, Indian"
2795,Tea Social,806 NW 23rd Ave,Portland,OR,97210,45.5285255,-122.698427,4.0,242,"Restaurants, Bubble Tea, Donuts, Coffee & Tea, Bagels, Sandwiches, Food"
2796,Chop Chop,8145 SE 82nd Ave,Portland,OR,97266,45.4635179,-122.5794757,4.5,118,"Fast Food, Food Trucks, Chinese, Food, Restaurants"
2797,New Thai Blues,2531 NE Alberta St,Portland,OR,97211,45.5591597,-122.6391391,3.5,33,"Thai, Restaurants"
2798,Kenny & Zuke's Delicatessen,1038 SW Stark St,Portland,OR,97205,45.5220669,-122.6818751,3.5,1187,"American (Traditional), Food, Delis, Restaurants, Bagels, Sandwiches, Burgers"
2799,Muchas Gracias Mexican Food,8981 SW Barbur Blvd,Portland,OR,97219,45.4604076,-122.7075052,3.0,77,"Restaurants, Mexican, Fast Food"
2800,PDX Cart Builders,6440 SE Crosswhite Way,Portland,OR,97206,45.457536,-122.59641,4.5,11,"Automotive, Windshield Installation & Repair, Food, Street Vendors, Restaurants, Food Trucks, Food Stands"
2801,RingSide Grill,14021 NE Glisan St,Portland,OR,97230,45.5270009726,-122.5189327082,3.5,235,"Bars, Nightlife, Sandwiches, American (Traditional), Seafood, Restaurants, Lounges, Steakhouses"
2802,Rudy's Gourmet Pizza,2443 SE Powell Blvd,Portland,OR,97206,45.4985286,-122.6409089,4.5,371,"Sandwiches, Pizza, Italian, Vegan, Restaurants, Gluten-Free"
2803,Vinotopia At Forest Park,2037 NW Miller Rd,Portland,OR,97229,45.5369855385,-122.7800134014,4.0,106,"Bars, Nightlife, American (New), Wine Bars, Restaurants"
2804,Bar West,1221 NW 21st Ave,Portland,OR,97209,45.5317915,-122.695013,4.5,38,"Restaurants, Nightlife, Wedding Planning, American (New), Wine Bars, Cocktail Bars, Bars, Event Planning & Services, Venues & Event Spaces"
2805,The Murder Mystery Co.,715 SW Bancroft St,Portland,OR,97239,45.5407845798,-122.8719095132,3.5,20,"Event Planning & Services, Nightlife, Arts & Entertainment, Party & Event Planning, Dinner Theater, Performing Arts, Restaurants"
2806,Olia Poke & Tea,"2720 S Moody Ave, Ste 100",Portland,OR,97201,45.5038968,-122.6722685,4.5,55,"Restaurants, Vietnamese, Poke, Bubble Tea, Coffee & Tea, Food"
2807,Lotus Cardroom and Cafe,923 SW 3rd Ave,Portland,OR,97204,45.5166058,-122.6764489,3.5,93,"American (Traditional), Bars, Dive Bars, Lounges, Restaurants, Nightlife"
2808,Angel's Taqueria,2225 NW Wilson St,Portland,OR,97210,45.5376930209,-122.6972829178,4.0,32,"Restaurants, Street Vendors, Mexican, Food"
2809,Maplewood Coffee & Tea,5206 SW Custer St,Portland,OR,97219,45.4698887,-122.730817,4.5,197,"American (New), Beer, Wine & Spirits, Nightlife, Restaurants, Breakfast & Brunch, Wine Bars, Food, Bars, Beer Bar, Coffee & Tea"
2810,Steve's Dawg House,5235 NE Sandy,Portland,OR,97213,45.5402620172,-122.6097134679,4.0,10,"Food, Hot Dogs, Street Vendors, Restaurants"
2811,The Pear,"33 NE 3 Rd Ave, Ste 325",Portland,OR,97232,45.5234035,-122.6631115,4.5,20,"Food, Vegetarian, Restaurants, Juice Bars & Smoothies, Vegan"
2812,Shari's - Halsey Crossing,1453 NE 181st Ave,Portland,OR,97230,45.53306951,-122.47766574,2.5,50,"Desserts, Cafes, Diners, American (Traditional), Breakfast & Brunch, Food, American (New), Restaurants"
2813,Rosemary,SW 4th Ave,Portland,OR,97201,45.510788,-122.680769,4.5,12,"Restaurants, Mediterranean"
2814,Atomize,1208 SE 7th Ave,Portland,OR,97214,45.514123,-122.658413,4.0,28,"Shopping, Restaurants, Diners, Tobacco Shops, Pizza, Vape Shops"
2815,Bui Natural Tofu,520 NE 76th Ave,Portland,OR,97213,45.526885300000004,-122.5843351,4.5,155,"Vietnamese, Restaurants"
2816,Parkers Waffles & Coffee,SW 4th Ave & SW College,Portland,OR,97201,45.5092014,-122.681607,4.0,25,"Food, Food Stands, Breakfast & Brunch, Restaurants"
2817,Pho Ton,6852 NE Sandy Blvd,Portland,OR,97213,45.5468685,-122.5922838,4.0,8,"Vietnamese, Restaurants"
